0.253194809,0.317222357,,,,,1106.588,0.007539511,,0.798161931,146771.8583,,,,,,,,,,
0.263412952,0.017962933,,,,,1169.912,0.007594585,,14.66425102,154045.5384,,,,,,,,,,
0.270459652,0.020933628,,,,,1101.124,0.012289524,,12.91986515,89598.58762,,,,,,,,,,
0.277037382,0.02827096,,,,,1483.853,0.009346485,,9.79936244,158760.537,,,,,,,,,,
0.248173952,0.033380508,,,,,1056.526,0.008107662,,7.434696589,130312.0399,,,,,,,,,,
0.248044014,0.022271156,,,,,1106.588,0.008233309,,11.13745557,134403.8014,,,,,,,,,,
0.231981039,0.005741596,,,,,1169.912,0.110539436,,40.40357944,10583.66171,,,,,,,,,,
0.264202595,0.020079851,,,,,1101.124,0.007797003,,13.15759727,141224.01,,,,,,,,,,
0.284772396,0.026136637,,,,,1483.853,0.00922966,,10.89552566,160770.0603,,,,,,,,,,
0.270923615,0.021419048,,,,,1056.526,0.010306358,,12.64872326,102512.0576,,,,,,,,,,
0.255605459,0.038677216,,,,,1106.588,0.00845623,,6.608683056,130860.6765,,,,,,,,,,
0.254375696,0.017406225,,,,,1169.912,0.007642508,,14.6140644,153079.6001,,,,,,,,,,
0.234090567,0.019691229,,,,,1101.124,0.007513523,,11.88806286,146552.2878,,,,,,,,,,
0.258379936,0.020736456,,,,,1483.853,0.007582188,,12.46017821,195702.4896,,,,,,,,,,
0.249896526,0.024240255,,,,,1056.526,0.007469654,,10.30915404,141442.4267,,,,,,,,,,
0.269912481,0.013298035,,,,,1106.588,0.007299662,,20.29717083,151594.4238,,,,,,,,,,
0.262502432,0.016718626,,,,,1169.912,0.007727623,,15.70119647,151393.5142,,,,,,,,,,
0.282398462,0.293170929,,,,,1101.124,0.007474184,,0.963255338,147323.6402,,,,,,,,,,
0.254627466,0.022582054,,,,,1483.853,0.007649183,,11.27565564,193988.4229,,,,,,,,,,
0.246306419,0.003361702,,,,,1056.526,0.007684231,,73.26836879,137492.7468,,,,,,,,,,
0.242339611,0.025053263,,,,,1106.588,0.00780201,,9.672976085,141833.7145,,,,,,,,,,
0.27421093,0.034507513,,,,,1169.912,0.007560968,,7.946412409,154730.4443,,,,,,,,,,
0.238605499,0.029793501,,,,,1101.124,0.007595778,,8.008642558,144965.2782,,,,,,,,,,
0.266214132,0.022350073,,,,,1483.853,0.007604122,,11.91110803,195137.975,,,,,,,,,,
0.277953625,0.016462326,,,,,1056.526,0.007882118,,16.88422547,134040.872,,,,,,,,,,
0.288650513,0.017575741,,,,,1106.588,0.007459641,,16.42323449,148343.3417,,,,,,,,,,
0.245818138,0.020035744,,,,,1169.912,0.007701397,,12.26897996,151909.0639,,,,,,,,,,
0.243969917,0.022310495,,,,,1101.124,0.007428646,,10.93520844,148226.7411,,,,,,,,,,
0.237731457,0.023694992,,,,,1483.853,0.009284019,,10.03298318,159828.7256,,,,,,,,,,
